,brand,model,submodel,year,location,price,gearbox,operations,body,gas,color,insidecolor
3642,ب ام و,X4,28,1395,تهران ,7550.0,1,68000,بدون رنگ,بنزینی,مشکی,داخل موکا
3643,ام وی ام,110,4 سیلندر دنده ای,1394,تهران ,215.0,0,52000,بدون رنگ,بنزینی,مشکی,داخل کرم
3644,پژو,405,GLX دوگانه سوز,1397,کرج ,386.0,0,72000,صافکاری بدون رنگ,دوگانه سوز,نوک مدادی,داخل کرم
3645,رنو,تندر 90,E2,1396,تهران ,530.0,0,117000,یک لکه رنگ,بنزینی,سفید,داخل نوک مدادی
3646,پژو,پارس,دوگانه سوز,1395,آمل,,0,287000,کاپوت تعویض,دوگانه سوز,سفید,داخل کرم
3647,پژو,206 SD,V9,1387,تهران ,,1,243000,دور رنگ,بنزینی,سفید,داخل مشکی
3648,تویوتا,راوفور,دو دیفرانسیل,1393,شمیرانات ,3100.0,1,150000,بدون رنگ,بنزینی,سفید صدفی,داخل کرم
3649,رنو,تندر 90,E2,1395,کرج ,520.0,0,143000,بدون رنگ,بنزینی,سفید,داخل طوسی
3650,هیوندای,ورنا,دنده ای,1385,تهران ,350.0,0,290000,یک لکه رنگ,بنزینی,سفید,داخل نوک مدادی
3651,ساینا,EX دنده ای,دنده ای,1400,تهران ,320.0,0,41000,بدون رنگ,بنزینی,سفید,داخل مشکی
3652,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1395,ساوه,2650.0,1,40500,بدون رنگ,بنزینی,سفید,داخل مشکی
3653,جک,S5,2.0 لیتر اتوماتیک,1396,تهران ,880.0,1,86000,بدون رنگ,بنزینی,قهوه ای,داخل مشکی
3654,پژو,207,پانوراما دنده ای,1402,ساری,665.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3655,پژو,206 SD,V8,1389,مشهد ,,0,167000,یک لکه رنگ,بنزینی,خاکستری,داخل مشکی
3656,پراید,141,SL,1390,تهران ,,0,190000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
3657,فوتون,تونلند G7,بنزینی,1402,گرگان,1850.0,1,0,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3658,پژو,پارس,LX,1394,تهران ,380.0,0,176000,صافکاری بدون رنگ,بنزینی,دلفینی,داخل کرم
3659,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1396,تهران ,2840.0,1,89000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
3660,ام وی ام,X33,اتوماتیک,1394,قائم شهر,,1,146000,بدون رنگ,بنزینی,سفید,داخل مشکی
3661,پژو,206,تیپ 5,1393,تهران ,329.0,0,190000,دو لکه رنگ,بنزینی,خاکستری,داخل مشکی
3662,کوییک,دنده ای R,دنده ای,1400,تهران ,,0,20334,دو لکه رنگ,بنزینی,سفید,داخل مشکی
3663,ام وی ام,110,3 سیلندر,1386,مشهد ,123.0,0,149000,دو درب رنگ,بنزینی,قهوه ای,داخل مشکی
3664,هیوندای,آزرا (گرنجور),6 سیلندر,1388,کرمان,1190.0,1,220000,چند لکه رنگ,بنزینی,مشکی,داخل کرم
3665,ام وی ام,X22 PRO,اتوماتیک IE,1401,تهران ,850.0,1,17000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3666,فولکس,تیگوان,اتوماتیک,1397,تهران ,4700.0,1,59000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3667,کی ام سی,K7,اتوماتیک,1400,کرج ,,1,15000,تصادفی,بنزینی,مشکی,داخل مشکی
3668,ب ام و,X4,28,1395,مشهد ,7400.0,1,80000,بدون رنگ,بنزینی,سفید,داخل موکا
3669,پورشه,کاین,6 سیلندر,1388,کرمان,3550.0,1,123000,دو لکه رنگ,بنزینی,کربن بلک,داخل قهوه ای
3670,پژو,پارس,XU7,1387,تهران ,250.0,0,320000,کاپوت تعویض,بنزینی,سفید,داخل مشکی
3671,پژو,2008,اتوماتیک,1398,تهران ,,1,70000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3672,چانگان,CS 35 (مونتاژ),اتوماتیک,1397,اراک,,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3673,هیوندای,النترا,2.0 لیتر,1397,تهران ,2400.0,1,66500,بدون رنگ,بنزینی,سفید,داخل مشکی
3674,دنا,معمولی,دنده ای,1399,همدان ,,0,42000,بدون رنگ,بنزینی,سفید,داخل مشکی
3675,فیدلیتی,پرایم,پنج نفره,1402,زنجان,1580.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3676,پراید,111,SX,1389,کرمان,180.0,0,99077,یک درب رنگ,بنزینی,نقره ای,داخل خاکستری
3677,پژو,206,تیپ 5,1399,تهران ,470.0,0,53000,صافکاری بدون رنگ,بنزینی,خاکستری,داخل خاکستری
3678,دنا,پلاس,اتوماتیک توربو,1402,نوشهر,796.0,1,1300,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3679,ب ام و,سری 7,730li,1396,تهران ,9900.0,1,55000,بدون رنگ,بنزینی,سفید صدفی,داخل شتری
3680,پژو,207,دنده ای,1401,تهران ,580.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3681,جک,S5,2.0 لیتر اتوماتیک,1397,تهران ,1080.0,1,,بدون رنگ,بنزینی,سفید,داخل کرم
3682,پژو,207,دنده ای,1397,شهریار,,0,61000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3683,نیسان,پیکاپ دو کابین,دنده ای,1384,تهران ,,0,400000,دور رنگ,بنزینی,زرشکی,داخل زرشکی
3684,تیبا,هاچ بک,EX,1398,تهران ,,0,0,بدون رنگ,بنزینی,مشکی,داخل طوسی
3685,هیوندای,سانتافه,4 سیلندر تک دیفرانسیل,1393,تهران ,1900.0,1,165000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3686,نیسان,جوک,پلاتینیوم,1395,تهران ,1650.0,1,105000,درب تعویض,بنزینی,خاکستری,داخل مشکی
3687,زامیاد,وانت نیسان,بنزین,1402,تهران ,535.0,0,0,بدون رنگ,بنزینی,آبی,داخل مشکی
3688,کوییک,دنده ای S,دنده ای,1402,تهران ,348.0,0,0,بدون رنگ,بنزینی,سفید,داخل خاکستری
3689,زامیاد,پادرا پلاس,بنزینی,1399,تهران ,574.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3690,رانا,پلاس,دنده ای,1402,دشتی,490.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3691,پژو,206,تیپ 2,1389,بافق,,0,300000,دور رنگ,بنزینی,سفید,داخل مشکی
3692,بنز,کلاسیک,دنده ای,1355,اصفهان ,600.0,0,200000,چند لکه رنگ,بنزینی,سبز,داخل زیتونی
3693,برلیانس,H320,1.65 اتوماتیک,1397,اصفهان ,660.0,1,104000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3694,کیا,اپتیما,4 سیلندر ساده,1392,اصفهان ,1850.0,1,160000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3695,آلفارومئو,جولیتا,اتوماتیک,1391,تهران ,1160.0,1,162000,بدون رنگ,بنزینی,سفید,داخل مشکی
3696,لیفان,X50,اتوماتیک,1394,تهران ,438.0,1,168000,بدون رنگ,بنزینی,سفید,داخل مشکی
3697,لکسوس,RX,350,1390,گرگان,,1,165000,یک لکه رنگ,بنزینی,مشکی,داخل نوک مدادی
3698,ام وی ام,315 صندوق دار,اسپرت,1394,اصفهان ,,0,148000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3699,سیتروئن,زانتیا,2.0 لیتر SX,1386,تهران ,490.0,0,200000,درب تعویض,بنزینی,سفید,داخل مشکی
3700,پژو,پارس,XU7,1387,نکا,,0,300000,دور رنگ,بنزینی,سفید,داخل مشکی
3701,تیبا,هاچ بک,EX,1400,اصفهان ,294.0,0,86000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3702,پژو,206,تیپ 5,1399,تهران ,,0,8200,بدون رنگ,بنزینی,خاکستری,داخل طوسی
3703,آریسان,دوگانه سوز,1.7 لیتر,1399,تهران ,285.0,0,85000,صافکاری بدون رنگ,دوگانه سوز,سفید,داخل مشکی
3704,پژو,206,تیپ 2,1388,تهران ,120.0,0,90000,کامل رنگ,بنزینی,سفید,داخل نوک مدادی
3705,فیدلیتی,پرایم,هفت نفره,1402,اهواز ,1570.0,1,1600,بدون رنگ,بنزینی,مشکی,داخل مشکی
3706,برلیانس,H230,اتوماتیک,1396,اراک ,510.0,1,181000,یک لکه رنگ,بنزینی,نقره ای,داخل مشکی
3707,برلیانس,H230,اتوماتیک,1396,اراک,,1,181000,یک لکه رنگ,بنزینی,نقره ای,داخل مشکی
3708,دنا,پلاس,اتوماتیک توربو,1399,تهران ,675.0,1,36000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3709,پژو,207,دنده ای,1402,تهران ,573.0,0,10000,بدون رنگ,بنزینی,سفید,داخل مشکی
3710,ام جی,6,GT نیوفیس,1394,شیراز ,870.0,1,160000,بدون رنگ,بنزینی,سفید,داخل مشکی
3711,جک,جی 5,1.8 لیتر اتوماتیک,1396,تهران ,570.0,1,53000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
3712,پژو,206,تیپ 2,1400,شاهرود,418.0,0,43000,صافکاری بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3713,تویوتا,هایلوکس دو کابین بلند,دنده ای,1393,ارومیه,3300.0,0,850000,بدون رنگ,بنزینی,سفید,داخل قرمز
3714,پژو,405,GLX دوگانه سوز,1395,ری ,,0,230000,دور رنگ,دوگانه سوز,خاکستری,داخل مشکی
3715,دنا,پلاس,اتوماتیک توربو,1402,قم ,793.0,1,7250,بدون رنگ,بنزینی,مشکی,داخل مشکی
3716,تیبا,صندوق دار,SX بنزینی,1400,خرم آباد,,0,19000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3717,پژو,405,SLX,1398,مشهد ,,0,62000,بدون رنگ,بنزینی,خاکستری,داخل کرم
3718,پراید,صندوق دار,دنده ای,1381,رشت ,,0,450000,دور رنگ,دوگانه سوز,سفید,داخل طوسی
3719,زامیاد,وانت نیسان,دوگانه سوز,1401,تهران ,585.0,0,2200,بدون رنگ,دوگانه سوز,آبی,داخل مشکی
3720,هایما,S7,1.8 لیتر توربو پلاس,1401,تهران ,1290.0,1,,بدون رنگ,بنزینی,سفید,داخل مشکی
3721,پژو,206 SD,V8,1399,شیراز ,515.0,0,83000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3722,پژو,206,تیپ 5,1392,تهران ,310.0,0,108000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3723,پژو,RDI,دنده ای,1384,مشهد ,85.0,0,249000,چند لکه رنگ,بنزینی,یشمی,داخل مشکی
3724,کوییک,دنده ای R,دنده ای,1399,مشهد ,,0,7000,بدون رنگ,بنزینی,مشکی,داخل قرمز
3725,پژو,206,تیپ 5,1383,سمنان,210.0,0,370000,دور رنگ,بنزینی,نقره ای,داخل بادمجانی
3726,پژو,206,تیپ 6,1390,کرج ,,1,253000,چند لکه رنگ,بنزینی,نقره ای,داخل طوسی
3727,پژو,405,GLX دوگانه سوز,1396,تهران ,330.0,0,138000,بدون رنگ,دوگانه سوز,خاکستری,داخل کرم
3728,کارا,دو کابین,1.7 لیتر,1395,کرمانشاه ,,0,110000,گلگیر رنگ,بنزینی,سفید,داخل طوسی
3729,لیفان,X50,اتوماتیک,1395,اصفهان ,440.0,1,160000,کاپوت تعویض,بنزینی,سفید,داخل مشکی
3730,جک,S5,2.0 لیتر اتوماتیک,1398,اراک,1050.0,1,110000,بدون رنگ,بنزینی,سفید,داخل مشکی
3731,دنا,پلاس,دنده ای ساده,1400,دیوان دره,600.0,0,,بدون رنگ,بنزینی,مشکی,داخل مشکی
3732,سیتروئن,C3 (مونتاژ),اتوماتیک,1398,تهران ,,1,0,بدون رنگ,بنزینی,سفید,داخل قرمز
3733,پژو,206 SD,V8,1399,کرمانشاه ,510.0,0,,بدون رنگ,بنزینی,سفید,داخل مشکی
3734,بنز,کلاس C,C200,1391,شمیرانات,3900.0,1,29000,بدون رنگ,بنزینی,سفید,داخل مشکی
3735,کیا,سراتو (مونتاژ),2.0 لیتر آپشنال,1396,تهران ,1300.0,1,170000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3736,رنو,مگان (مونتاژ),2000,1391,یاسوج,595.0,1,370000,چند لکه رنگ,بنزینی,سفید,داخل کرم
3737,مزدا,3 نیو صندوق دار,2.0 لیتر تیپ 4,1397,تهران ,,1,18000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3738,تویوتا,یاریس هاچ بک,اتوماتیک,1391,کرج ,1280.0,1,174000,چند لکه رنگ,بنزینی,نقره ای,داخل مشکی
3739,پژو,206,تیپ 3,1382,تهران ,150.0,0,450000,دور رنگ,بنزینی,مشکی,داخل مشکی
3740,پراید,131,SE,1396,کرج ,195.0,0,415000,چند لکه رنگ,بنزینی,سفید,داخل طوسی
3741,نیسان,مورانو,SE,1387,تهران ,,1,225000,بدون رنگ,بنزینی,مشکی,داخل مارون
3742,پژو,405,GLX بنزینی,1385,تهران ,,0,360000,اتاق تعویض,بنزینی,سفید,داخل مشکی
3743,پژو,پارس,ELX-XU7P,1401,یزد,482.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3744,هیوندای,سانتافه,6 سیلندر,1387,تهران ,1350.0,1,171000,بدون رنگ,بنزینی,سفید,داخل مشکی
3745,پژو,206 SD,V8,1399,اهواز ,475.0,0,50000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3746,میتسوبیشی,میراژ,اتوماتیک,1397,تهران ,865.0,1,63000,دو لکه رنگ,بنزینی,مشکی,داخل مشکی
3747,پژو,RDI,دنده ای,1383,زنجان,85.0,0,,دور رنگ,دوگانه سوز,عدسی,داخل عدسی
3748,پژو,پارس,LX,1392,تهران ,,0,200000,چند لکه رنگ,بنزینی,خاکستری,داخل کرم
3749,پراید,صندوق دار,دنده ای,1383,تهران ,95.0,0,,بدون رنگ,دوگانه سوز,مشکی,داخل خاکستری
3750,پراید,131,SE,1394,شمیرانات,202.0,0,145000,صافکاری بدون رنگ,بنزینی,سفید,داخل خاکستری
3751,دانگ فنگ,H30 کراس,اتوماتیک,1397,ورامین,540.0,1,156000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3752,هیوندای,سانتافه,6 سیلندر,1387,کرمانشاه,1400.0,1,160000,بدون رنگ,بنزینی,نوک مدادی,داخل مشکی
3753,چانگان,ایدو,اتوماتیک,1394,شاهین شهر,750.0,1,,بدون رنگ,بنزینی,آبی,داخل مشکی
3754,جک,S3,اتوماتیک,1400,تبریز,840.0,1,,بدون رنگ,بنزینی,مشکی,داخل مشکی
3755,سمند,LX,EF7,1393,کرج ,298.0,0,208000,بدون رنگ,بنزینی,سفید,داخل کرم
3756,پژو,RDI,دنده ای,1385,شهریار ,112.0,0,300000,یک لکه رنگ,دوگانه سوز,سفید,داخل نوک مدادی
3757,سمند,LX,XU7,1393,کرج ,240.0,0,250000,یک درب رنگ,بنزینی,مشکی,داخل مشکی
3758,پژو,206,تیپ 2,1397,کلاله,345.0,0,250000,کاپوت رنگ,بنزینی,سفید,داخل مشکی
3759,کیا,اسپورتیج,4 سیلندر ساده,1394,کرمانشاه,2300.0,1,100000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3760,سمند,LX,XU7,1392,دلیجان,280.0,0,160000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
3761,هیوندای,توسان,2.7 لیتر,1388,رشت ,1050.0,1,250000,کاپوت رنگ,بنزینی,نوک مدادی,داخل طوسی
3762,هیوندای,اکسنت (مونتاژ),اتوماتیک,1397,تهران ,1320.0,1,43000,بدون رنگ,بنزینی,سفید,داخل مشکی
3763,فیدلیتی,پرایم,هفت نفره,1401,کرمانشاه,1500.0,1,3200,بدون رنگ,بنزینی,مشکی,داخل مشکی
3764,ام وی ام,315 صندوق دار,ساده,1392,شهریار ,270.0,0,220000,بدون رنگ,بنزینی,سفید,داخل کرم
3765,رنو,تندر 90,E2,1396,کرمانشاه,545.0,0,71000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3766,ام وی ام,315هاچ بک,ساده,1394,شیراز ,350.0,0,147000,گلگیر رنگ,بنزینی,سفید,داخل مشکی
3767,چانگان,CS 35 (مونتاژ),اتوماتیک,1396,تهران ,700.0,1,128000,بدون رنگ,بنزینی,سفید,داخل مشکی
3768,پژو,پارس,XU7P,1402,تهران ,509.5,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3769,پژو,206,تیپ 2,1399,تهران ,405.0,0,95000,بدون رنگ,بنزینی,سفید,داخل مشکی
3770,پژو,پارس,XU7,1393,تهران ,,0,118000,بدون رنگ,بنزینی,نوک مدادی,داخل بژ
3771,برلیانس,H230,دنده ای,1397,اردبیل,440.0,0,97000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3772,پژو,پارس,XU7,1391,مینودشت,,0,260000,چند لکه رنگ,بنزینی,سفید,داخل کرم
3773,ام جی,6,مگنت,1393,مشهد ,,1,75000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3774,پژو,206,تیپ 2,1399,مراغه,430.0,0,23000,بدون رنگ,بنزینی,سفید,داخل مشکی
3775,دنا,پلاس,دنده ای ساده,1402,اهواز ,640.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
